Number of vertexs in solution: 1491
It's a Positive Influence Dominator Set
It's NOT minimal! Redundant vertex: 63


	0
(D) 	1
	2
	3
(D) 	4
	5
(D) 	6
	7
	8
	9
(D) 	10
	11
	12
(D) 	13
(D) 	14
(D) 	15
	16
	17
	18
	19
	20
	21
(D) 	22
	23
	24
(D) 	25
(D) 	26
	27
	28
(D) 	29
(D) 	30
	31
(D) 	32
(D) 	33
	34
	35
	36
(D) 	37
	38
	39
	40
(D) 	41
(D) 	42
(D) 	43
	44
	45
	46
	47
(D) 	48
(D) 	49
(D) 	50
	51
(D) 	52
	53
(D) 	54
	55
	56
	57
	58
	59
	60
	61
(D) 	62
(D) 	63
(D) 	64
	65
(D) 	66
(D) 	67
	68
	69
(D) 	70
(D) 	71
(D) 	72
	73
(D) 	74
(D) 	75
(D) 	76
(D) 	77
	78
	79
	80
	81
	82
	83
(D) 	84
(D) 	85
(D) 	86
	87
(D) 	88
(D) 	89
	90
	91
	92
	93
	94
(D) 	95
	96
	97
	98
	99
	100
	101
	102
	103
(D) 	104
(D) 	105
(D) 	106
	107
(D) 	108
	109
	110
	111
	112
	113
	114
	115
	116
	117
(D) 	118
	119
	120
(D) 	121
(D) 	122
	123
	124
(D) 	125
	126
(D) 	127
(D) 	128
(D) 	129
(D) 	130
(D) 	131
(D) 	132
(D) 	133
	134
(D) 	135
	136
	137
	138
(D) 	139
	140
	141
	142
(D) 	143
(D) 	144
	145
(D) 	146
	147
	148
(D) 	149
(D) 	150
	151
	152
(D) 	153
(D) 	154
	155
	156
	157
(D) 	158
(D) 	159
	160
(D) 	161
	162
(D) 	163
	164
(D) 	165
(D) 	166
	167
	168
	169
(D) 	170
(D) 	171
	172
(D) 	173
(D) 	174
	175
	176
	177
	178
	179
	180
(D) 	181
(D) 	182
	183
	184
(D) 	185
	186
	187
(D) 	188
	189
	190
	191
(D) 	192
	193
(D) 	194
	195
	196
(D) 	197
(D) 	198
	199
	200
	201
(D) 	202
	203
	204
	205
(D) 	206
	207
	208
	209
(D) 	210
	211
(D) 	212
(D) 	213
(D) 	214
	215
	216
(D) 	217
(D) 	218
	219
	220
(D) 	221
	222
(D) 	223
(D) 	224
(D) 	225
(D) 	226
	227
	228
	229
(D) 	230
	231
	232
(D) 	233
(D) 	234
(D) 	235
(D) 	236
(D) 	237
(D) 	238
(D) 	239
	240
	241
	242
(D) 	243
(D) 	244
	245
	246
(D) 	247
(D) 	248
(D) 	249
(D) 	250
	251
	252
	253
(D) 	254
	255
	256
(D) 	257
	258
	259
	260
(D) 	261
	262
	263
	264
	265
	266
	267
	268
(D) 	269
(D) 	270
(D) 	271
	272
	273
	274
(D) 	275
(D) 	276
(D) 	277
(D) 	278
	279
	280
	281
	282
(D) 	283
(D) 	284
(D) 	285
	286
(D) 	287
(D) 	288
(D) 	289
(D) 	290
(D) 	291
	292
	293
(D) 	294
	295
	296
(D) 	297
(D) 	298
	299
(D) 	300
	301
(D) 	302
(D) 	303
(D) 	304
(D) 	305
	306
	307
(D) 	308
(D) 	309
	310
	311
	312
(D) 	313
	314
(D) 	315
(D) 	316
	317
(D) 	318
(D) 	319
(D) 	320
(D) 	321
(D) 	322
(D) 	323
	324
(D) 	325
(D) 	326
	327
(D) 	328
	329
(D) 	330
(D) 	331
(D) 	332
	333
	334
(D) 	335
	336
	337
	338
(D) 	339
(D) 	340
(D) 	341
	342
	343
	344
(D) 	345
(D) 	346
	347
	348
(D) 	349
(D) 	350
(D) 	351
(D) 	352
(D) 	353
	354
	355
	356
(D) 	357
(D) 	358
	359
	360
(D) 	361
	362
	363
	364
	365
(D) 	366
	367
	368
	369
(D) 	370
	371
	372
(D) 	373
	374
(D) 	375
	376
	377
	378
(D) 	379
	380
	381
	382
	383
	384
	385
	386
	387
	388
(D) 	389
	390
(D) 	391
(D) 	392
	393
(D) 	394
	395
(D) 	396
	397
	398
(D) 	399
	400
	401
	402
	403
	404
(D) 	405
(D) 	406
	407
(D) 	408
	409
(D) 	410
	411
(D) 	412
	413
(D) 	414
(D) 	415
	416
	417
(D) 	418
